tipo_equipo,tipo_orden,unidad_trabajo,mes,trabajo_real,trabajo
"TEQ-47","CO2","H","2017-05","107.80","111.76"
"TEQ-12","CO5","H","2017-05","70.84","102.44"
"TEQ-42","CO10","H","2017-05","83.20","83.20"
"TEQ-7","CO2","H","2017-05","464.08","486.48"
"TEQ-64","CO4","MIN","2017-05","51.48","51.48"
"TEQ-74","CO3","H","2017-05","667.52","829.92"
"TEQ-72","CO10","H","2017-05","1157.52","1229.40"
"TEQ-16","CO3","H","2017-05","240.00","318.04"
"TEQ-20","CO3","H","2017-05","34.68","37.64"
"TEQ-19","CO5","H","2017-05","157.08","151.56"
"TEQ-34","CO10","H","2017-05","32.96","45.60"
"TEQ-41","CO4","H","2017-05","23.76","23.76"
"TEQ-19","CO3","MIN","2017-05","19.80","19.80"
"TEQ-45","CO3","MIN","2017-05","316.80","316.80"
"TEQ-64","CO10","H","2017-05","56.52","58.48"
"TEQ-41","CO10","H","2017-05","45.24","46.64"
"TEQ-42","CO4","H","2017-05","71.32","71.32"
"TEQ-43","CO10","MIN","2017-05","114.84","118.80"
"TEQ-41","CO3","H","2017-05","115.36","132.36"
"TEQ-18","CO5","H","2017-05","262.92","278.72"
"TEQ-49","CO5","H","2017-05","86.04","120.68"
"TEQ-32","CO5","H","2017-05","25.48","31.08"
"TEQ-33","CO2","H","2017-05","31.68","31.68"
"TEQ-63","CO10","H","2017-05","114.84","116.80"
"TEQ-17","CO4","H","2017-05","160.08","167.16"
"TEQ-54","CO4","H","2017-05","44.40","55.44"
"TEQ-10","CO5","H","2017-05","68.64","76.16"
"TEQ-35","CO3","H","2017-05","68.44","68.44"
"TEQ-1","CO4","H","2017-05","16.64","19.80"
"TEQ-54","CO10","H","2017-05","67.32","67.32"
"TEQ-70","CO2","H","2017-05","32.88","32.08"
"TEQ-1","CO10","H","2017-05","24.20","24.20"
"TEQ-43","CO9","H","2017-05","3.96","3.96"
"TEQ-28","CO2","H","2017-05","47.52","47.52"
"TEQ-72","CO5","H","2017-05","184.44","202.16"
"TEQ-23","CO4","H","2017-05","31.68","31.68"
"TEQ-71","CO10","H","2017-05","6.36","6.36"
"TEQ-51","CO5","H","2017-05","159.64","217.84"
"","CO2","H","2017-05","68.52","68.52"
"TEQ-7","CO10","H","2017-05","956.96","1035.88"
"TEQ-13","CO5","H","2017-05","17.28","19.48"
"TEQ-43","CO5","H","2017-05","18.64","21.44"
"TEQ-64","CO4","H","2017-05","80.04","84.40"
"TEQ-3","CO10","H","2017-05","19.12","19.12"
"TEQ-33","CO4","MIN","2017-05","31.68","31.68"
"TEQ-73","CO2","H","2017-05","27.72","28.12"
"TEQ-2","CO2","H","2017-05","39.64","39.64"
"TEQ-66","CO10","H","2017-05","395.40","448.80"
"","CO9","H","2017-05","198.00","198.00"
"TEQ-70","CO9","H","2017-05","0.00","0.00"
"TEQ-48","CO2","H","2017-05","31.72","30.56"
"TEQ-68","CO9","H","2017-05","0.00","0.00"
"TEQ-74","CO2","H","2017-05","64.16","75.24"
"TEQ-79","CO5","H","2017-05","41.88","41.88"
"TEQ-73","CO8","H","2017-05","0.00","0.00"
"TEQ-2","CO10","H","2017-05","4.00","63.40"
"TEQ-6","CO2","MIN","2017-05","15.84","15.84"
"TEQ-78","CO3","H","2017-05","59.40","59.40"
"TEQ-24","CO5","H","2017-05","279.20","279.20"
"TEQ-46","CO2","H","2017-05","61.84","68.96"
"TEQ-17","CO5","H","2017-05","40.40","54.00"
"TEQ-51","CO2","H","2017-05","189.20","196.08"
"TEQ-17","CO2","H","2017-05","132.32","140.24"
"TEQ-47","CO5","H","2017-05","52.32","54.72"
"TEQ-37","CO5","H","2017-05","76.16","110.92"
"TEQ-78","CO10","H","2017-05","11.88","11.88"
"TEQ-16","CO4","H","2017-05","31.68","39.60"
"TEQ-16","CO2","H","2017-05","9.92","12.68"
"TEQ-28","CO10","MIN","2017-05","479.60","514.80"
"TEQ-74","CO5","MIN","2017-05","59.40","59.40"
"TEQ-74","CO5","H","2017-05","35.68","41.64"
"TEQ-75","CO10","H","2017-05","14.32","14.32"
"TEQ-35","CO5","H","2017-05","5.96","5.96"
"TEQ-34","CO5","H","2017-05","2.00","2.00"
"TEQ-41","CO4","MIN","2017-05","35.64","35.64"
"TEQ-2","CO3","H","2017-05","71.92","79.24"
"TEQ-6","CO5","H","2017-05","122.80","122.84"
"TEQ-24","CO9","H","2017-05","3.96","7.92"
"TEQ-22","CO5","H","2017-05","33.68","32.12"
"TEQ-62","CO3","H","2017-05","23.84","23.84"
"TEQ-62","CO10","H","2017-05","19.80","19.80"
"TEQ-21","CO3","H","2017-05","168.32","174.36"
"TEQ-21","CO8","H","2017-05","158.40","158.40"
"TEQ-64","CO5","H","2017-05","9.12","9.12"
"TEQ-49","CO9","H","2017-05","1.60","2.40"
"TEQ-78","CO4","H","2017-05","5.96","9.92"
"TEQ-43","CO4","MIN","2017-05","59.40","59.40"
"TEQ-44","CO2","H","2017-05","79.20","75.28"
"TEQ-2","CO4","H","2017-05","55.48","57.44"
"TEQ-31","CO5","H","2017-05","29.92","31.88"
"TEQ-11","CO4","MIN","2017-05","43.56","43.56"
"TEQ-28","CO8","H","2017-05","0.00","0.00"
"TEQ-55","CO4","H","2017-05","0.00","3.96"
"TEQ-30","CO9","H","2017-05","0.00","0.00"
"TEQ-69","CO3","H","2017-05","7.92","7.92"
"TEQ-32","CO10","H","2017-05","18.40","18.40"
"TEQ-19","CO9","H","2017-05","23.76","23.76"
"TEQ-66","CO2","H","2017-05","31.68","31.68"
"TEQ-34","CO3","H","2017-05","15.84","15.84"
"","CO4","MIN","2017-05","43.56","47.52"
"TEQ-26","CO3","H","2017-05","398.44","477.24"
"TEQ-34","CO4","MIN","2017-05","27.72","27.72"
"TEQ-45","CO4","MIN","2017-05","289.08","300.96"
"TEQ-42","CO5","H","2017-05","7.92","7.20"
"TEQ-13","CO4","MIN","2017-05","91.08","91.08"
"TEQ-13","CO2","H","2017-05","18.64","15.08"
"TEQ-20","CO4","H","2017-05","3.96","3.96"
"TEQ-29","CO9","H","2017-05","0.00","0.00"
"TEQ-7","CO9","H","2017-05","3.96","3.96"
"TEQ-19","CO4","MIN","2017-05","7.92","7.92"
"TEQ-38","CO4","MIN","2017-05","11.88","11.88"
"TEQ-3","CO4","MIN","2017-05","35.64","35.64"
"TEQ-54","CO4","MIN","2017-05","55.44","55.44"
"TEQ-30","CO4","MIN","2017-05","27.72","27.72"
"TEQ-63","CO4","MIN","2017-05","11.88","11.88"
"TEQ-18","CO10","MIN","2017-05","399.96","419.76"
"TEQ-73","CO4","MIN","2017-05","35.64","35.64"
"TEQ-58","CO5","H","2017-05","3.96","3.96"
"TEQ-32","CO4","MIN","2017-05","11.88","11.88"
"TEQ-42","CO2","H","2017-05","23.76","27.72"
"TEQ-10","CO4","MIN","2017-05","39.60","39.60"
"TEQ-63","CO2","H","2017-05","11.88","11.88"
"TEQ-43","CO2","H","2017-05","35.64","35.64"
"TEQ-18","CO8","H","2017-05","0.00","0.00"
"TEQ-47","CO10","","2017-05","0.00","0.00"
"TEQ-22","CO9","H","2017-05","7.92","7.92"
"TEQ-65","CO4","H","2017-05","0.00","3.96"
"TEQ-32","CO4","H","2017-05","27.72","27.72"
"TEQ-78","CO2","H","2017-05","3.96","3.96"
"TEQ-71","CO3","H","2017-05","3.96","3.96"
"TEQ-64","CO9","H","2017-05","3.96","3.96"
"TEQ-28","CO9","H","2017-05","27.72","27.72"
"TEQ-23","CO5","H","2017-05","3.96","3.96"
"TEQ-45","CO2","MIN","2017-05","31.68","31.68"
"TEQ-64","CO2","H","2017-05","5.96","5.96"
"TEQ-79","CO4","MIN","2017-05","51.48","51.48"
"TEQ-77","CO9","H","2017-05","0.80","0.80"
"TEQ-65","CO3","H","2017-05","7.92","7.92"
"TEQ-7","CO3","MIN","2017-05","0.80","3.96"
"TEQ-59","CO3","H","2017-05","19.84","19.84"
"TEQ-21","CO5","H","2017-05","142.56","158.40"
"TEQ-70","CO4","MIN","2017-05","7.92","7.92"
"TEQ-69","CO5","H","2017-05","2.80","4.00"
"TEQ-69","CO10","H","2017-05","2.80","4.00"
"TEQ-8","CO4","MIN","2017-05","7.92","7.92"
"TEQ-31","CO9","H","2017-05","3.96","3.96"
"TEQ-30","CO2","H","2017-05","3.96","3.96"
"TEQ-73","CO9","H","2017-05","0.00","0.00"
"TEQ-20","CO10","H","2017-05","15.84","15.84"
"TEQ-63","CO3","MIN","2017-05","7.92","7.92"
"TEQ-33","CO10","MIN","2017-05","110.88","110.88"
"TEQ-13","CO10","MIN","2017-05","221.76","221.76"
"TEQ-63","CO10","MIN","2017-05","83.16","83.16"
"TEQ-32","CO3","MIN","2017-05","15.84","15.84"
"TEQ-43","CO3","MIN","2017-05","130.68","134.64"
"TEQ-10","CO10","MIN","2017-05","99.00","99.00"
"TEQ-45","CO10","MIN","2017-05","134.64","134.64"
"TEQ-1","CO3","MIN","2017-05","71.28","71.28"
"TEQ-34","CO10","MIN","2017-05","3.96","3.96"
"TEQ-19","CO10","MIN","2017-05","170.28","170.28"
"TEQ-34","CO3","MIN","2017-05","7.92","7.92"
"TEQ-30","CO10","MIN","2017-05","43.56","43.56"
"TEQ-45","CO5","MIN","2017-05","67.32","71.28"
"TEQ-41","CO10","MIN","2017-05","27.72","27.72"
"TEQ-73","CO10","MIN","2017-05","11.88","11.88"
"TEQ-25","CO5","MIN","2017-05","27.72","27.72"
"TEQ-66","CO10","MIN","2017-05","7.92","7.92"
"TEQ-46","CO5","H","2017-05","11.88","11.88"
"TEQ-54","CO3","MIN","2017-05","15.84","15.84"
"TEQ-66","CO5","MIN","2017-05","3.96","3.96"
"TEQ-13","CO3","MIN","2017-05","47.52","47.52"
"TEQ-38","CO10","MIN","2017-05","23.76","23.76"
"TEQ-79","CO10","MIN","2017-05","15.84","15.84"
"TEQ-64","CO10","MIN","2017-05","43.56","43.56"
"TEQ-19","CO5","MIN","2017-05","67.32","67.32"
"TEQ-25","CO10","MIN","2017-05","15.84","15.84"
"TEQ-50","CO3","MIN","2017-05","13.08","15.84"
"TEQ-33","CO3","MIN","2017-05","79.20","79.20"
"TEQ-51","CO3","MIN","2017-05","3.96","3.96"
"TEQ-70","CO10","MIN","2017-05","11.88","11.88"
"TEQ-48","CO9","H","2017-05","19.80","23.76"
"TEQ-10","CO5","MIN","2017-05","15.84","15.84"
"TEQ-13","CO5","MIN","2017-05","15.84","15.84"
"TEQ-30","CO5","MIN","2017-05","3.96","3.96"
"TEQ-34","CO5","MIN","2017-05","15.84","15.84"
"TEQ-10","CO3","MIN","2017-05","43.56","47.52"
"TEQ-70","CO3","MIN","2017-05","55.44","55.44"
"TEQ-41","CO5","MIN","2017-05","15.84","15.84"
"TEQ-64","CO5","MIN","2017-05","7.92","7.92"
"TEQ-38","CO4","H","2017-05","11.88","11.88"
"TEQ-79","CO3","MIN","2017-05","7.92","7.92"
"TEQ-38","CO3","MIN","2017-05","7.92","7.92"
"TEQ-47","CO10","MIN","2017-05","11.88","11.88"
"TEQ-23","CO10","MIN","2017-05","11.88","11.88"
"TEQ-54","CO5","MIN","2017-05","15.84","15.84"
"","CO10","MIN","2017-05","23.76","23.76"
"TEQ-71","CO4","MIN","2017-05","55.44","55.44"
"TEQ-71","CO10","MIN","2017-05","3.96","3.96"
"TEQ-35","CO5","MIN","2017-05","19.80","19.80"
"TEQ-51","CO5","MIN","2017-05","3.96","3.96"
"TEQ-1","CO10","MIN","2017-05","3.96","3.96"
"TEQ-76","CO3","MIN","2017-05","3.96","3.96"
"TEQ-41","CO3","MIN","2017-05","3.96","3.96"
"TEQ-32","CO10","MIN","2017-05","7.92","7.92"
"TEQ-48","CO8","H","2017-05","0.00","0.00"
"TEQ-55","CO8","H","2017-05","0.00","0.00"
"TEQ-70","CO8","H","2017-05","0.00","0.00"
"TEQ-76","CO3","H","2017-05","71.28","69.76"
"TEQ-25","CO2","H","2017-05","15.84","15.84"
"TEQ-68","CO8","H","2017-05","0.00","0.00"
"TEQ-45","CO2","H","2017-05","43.56","43.56"
"TEQ-54","CO2","H","2017-05","7.92","7.92"
"TEQ-19","CO2","MIN","2017-05","3.96","3.96"
"TEQ-3","CO9","H","2017-05","3.96","3.96"
"TEQ-10","CO2","H","2017-05","3.96","3.96"
"TEQ-3","CO2","H","2017-05","3.96","3.96"
"TEQ-46","CO9","H","2017-05","3.96","3.96"
"TEQ-76","CO4","H","2017-05","0.00","0.00"
"TEQ-51","CO9","H","2017-05","3.96","3.96"
"TEQ-76","CO4","MIN","2017-05","7.92","7.92"
"TEQ-51","CO2","MIN","2017-05","3.96","3.96"
"TEQ-71","CO4","H","2017-05","0.00","0.00"
"TEQ-49","CO8","H","2017-05","0.00","0.00"
"TEQ-72","CO8","H","2017-05","0.00","0.00"
"TEQ-40","CO3","H","2017-05","0.00","0.00"
"TEQ-27","CO10","H","2017-05","127.72","127.72"
"TEQ-19","CO2","H","2017-04","298.08","323.16"
"TEQ-68","CO3","H","2017-04","883.84","1137.68"
"TEQ-18","CO4","MIN","2017-04","495.00","495.00"
"TEQ-37","CO10","H","2017-04","1435.48","1806.88"
"TEQ-70","CO3","H","2017-04","233.80","274.28"
"TEQ-37","CO2","H","2017-04","472.04","499.80"
"TEQ-28","CO4","MIN","2017-04","225.72","233.64"
"TEQ-74","CO4","MIN","2017-04","178.20","182.16"
"TEQ-29","CO10","H","2017-04","1214.52","1557.88"
"TEQ-70","CO10","H","2017-04","801.60","776.84"
"TEQ-47","CO4","H","2017-04","268.08","352.88"
"TEQ-44","CO2","H","2017-04","160.80","170.32"
"TEQ-70","CO5","H","2017-04","94.32","126.44"
"TEQ-12","CO2","H","2017-04","184.16","194.04"
"TEQ-66","CO4","H","2017-04","92.60","105.84"
"TEQ-71","CO4","MIN","2017-04","47.52","47.52"
"TEQ-29","CO3","H","2017-04","2289.56","2860.60"
"TEQ-6","CO2","H","2017-04","548.68","571.68"
"TEQ-48","CO4","H","2017-04","897.04","1012.80"
"TEQ-49","CO10","H","2017-04","415.64","484.28"
"","CO5","H","2017-04","240.96","310.48"
"TEQ-37","CO4","H","2017-04","1044.08","1279.32"
"TEQ-77","CO2","H","2017-04","164.36","168.32"
"TEQ-73","CO4","H","2017-04","437.60","475.40"
"TEQ-72","CO4","H","2017-04","273.32","273.68"
"TEQ-72","CO3","H","2017-04","861.76","979.72"
"TEQ-34","CO4","MIN","2017-04","43.56","47.52"
"TEQ-29","CO4","H","2017-04","1637.12","2139.84"
"TEQ-29","CO2","H","2017-04","533.84","570.40"
"TEQ-68","CO4","H","2017-04","199.76","216.76"
"TEQ-66","CO3","H","2017-04","464.76","582.68"
"","CO2","H","2017-04","49.52","55.44"
"TEQ-18","CO5","MIN","2017-04","23.76","39.60"
"TEQ-44","CO4","H","2017-04","223.68","268.16"
"TEQ-49","CO4","H","2017-04","487.44","494.92"
"TEQ-73","CO3","H","2017-04","1135.28","1167.76"
"TEQ-17","CO3","H","2017-04","2570.76","2974.08"
"TEQ-47","CO2","H","2017-04","128.72","134.64"
"TEQ-49","CO3","H","2017-04","709.16","811.04"
"TEQ-50","CO3","H","2017-04","607.20","939.24"
"TEQ-18","CO3","MIN","2017-04","289.08","304.92"
"TEQ-28","CO3","MIN","2017-04","138.60","154.44"
"TEQ-77","CO4","H","2017-04","202.88","278.96"
"TEQ-19","CO4","H","2017-04","827.20","973.56"
"TEQ-70","CO4","H","2017-04","145.60","181.44"
"","CO10","H","2017-04","1404.48","1721.16"
"TEQ-22","CO3","H","2017-04","536.48","718.04"
"TEQ-37","CO3","H","2017-04","2660.40","3672.60"
"TEQ-59","CO3","H","2017-04","19.84","19.84"
"TEQ-7","CO4","H","2017-04","1149.12","1429.44"
"TEQ-46","CO3","H","2017-04","708.72","917.52"
"TEQ-74","CO3","MIN","2017-04","126.72","130.68"
"TEQ-12","CO3","H","2017-04","356.96","483.52"
"TEQ-47","CO3","H","2017-04","711.20","1023.00"
"TEQ-66","CO10","H","2017-04","144.00","147.20"
"TEQ-51","CO4","H","2017-04","426.44","590.24"
"TEQ-78","CO10","H","2017-04","27.72","27.72"
"TEQ-51","CO3","H","2017-04","713.88","889.68"
"TEQ-19","CO3","H","2017-04","473.32","619.36"
"TEQ-28","CO10","MIN","2017-04","63.36","87.12"
"TEQ-18","CO10","H","2017-04","2313.72","3710.76"
"TEQ-7","CO3","H","2017-04","1581.56","2031.36"
"TEQ-13","CO3","H","2017-04","327.04","357.92"
"TEQ-22","CO4","H","2017-04","182.60","277.32"
"TEQ-17","CO4","H","2017-04","92.32","103.00"
"TEQ-50","CO4","H","2017-04","316.52","460.68"
"TEQ-24","CO5","H","2017-04","55.44","102.96"
"TEQ-7","CO9","H","2017-04","7.96","11.88"
"TEQ-24","CO9","H","2017-04","15.88","19.80"
"TEQ-29","CO9","H","2017-04","7.96","11.88"
"TEQ-37","CO9","H","2017-04","7.96","11.88"
"TEQ-31","CO9","H","2017-04","4.00","7.92"
"TEQ-6","CO9","H","2017-04","13.96","23.76"
"TEQ-58","CO3","H","2017-04","25.76","27.76"
"TEQ-17","CO9","H","2017-04","11.88","11.88"
"TEQ-48","CO3","H","2017-04","455.32","526.52"
"TEQ-73","CO10","H","2017-04","1150.16","1145.04"
"TEQ-73","CO5","H","2017-04","147.16","179.96"
"TEQ-66","CO4","MIN","2017-04","11.88","11.88"
"TEQ-14","CO4","MIN","2017-04","3.96","3.96"
"TEQ-46","CO10","H","2017-04","564.20","525.80"
"TEQ-68","CO2","H","2017-04","35.64","35.64"
"TEQ-31","CO2","H","2017-04","130.76","142.60"
"TEQ-29","CO5","H","2017-04","182.32","258.52"
"TEQ-22","CO2","H","2017-04","110.56","119.60"
"TEQ-24","CO2","H","2017-04","194.04","203.16"
"TEQ-50","CO2","H","2017-04","91.12","116.04"
"TEQ-11","CO8","H","2017-04","0.00","0.00"
"TEQ-34","CO4","H","2017-04","102.64","110.12"
"TEQ-74","CO4","H","2017-04","491.92","551.68"
"TEQ-19","CO10","H","2017-04","271.72","452.88"
"TEQ-58","CO5","H","2017-04","7.92","7.92"
"","CO7","H","2017-04","3.96","50.72"
"TEQ-31","CO3","H","2017-04","819.44","1087.48"
"TEQ-28","CO10","H","2017-04","1187.60","1718.76"
"TEQ-18","CO4","H","2017-04","1683.36","1895.04"
"TEQ-10","CO10","H","2017-04","153.32","196.88"
"TEQ-12","CO10","H","2017-04","168.60","246.64"
"TEQ-7","CO5","H","2017-04","257.40","309.44"
"TEQ-47","CO10","H","2017-04","96.20","133.20"
"TEQ-22","CO10","H","2017-04","136.40","194.48"
"TEQ-74","CO10","H","2017-04","1075.12","1454.32"
"TEQ-50","CO5","H","2017-04","82.08","102.96"
"TEQ-18","CO3","H","2017-04","1305.08","1396.72"
"TEQ-45","CO10","H","2017-04","308.44","420.56"
"TEQ-77","CO5","H","2017-04","12.88","31.68"
"TEQ-33","CO10","H","2017-04","47.44","54.60"
"TEQ-6","CO4","H","2017-04","640.52","735.16"
"TEQ-25","CO10","H","2017-04","36.88","60.64"
"TEQ-31","CO4","H","2017-04","230.68","248.32"
"TEQ-74","CO3","H","2017-04","518.92","670.00"
"TEQ-50","CO10","H","2017-04","316.56","481.08"
"TEQ-74","CO10","MIN","2017-04","102.96","122.76"
"TEQ-28","CO3","H","2017-04","675.76","1310.44"
"TEQ-6","CO5","H","2017-04","74.32","110.88"
"TEQ-7","CO10","H","2017-04","472.48","717.04"
"TEQ-77","CO10","H","2017-04","280.80","424.92"
"TEQ-51","CO10","H","2017-04","479.84","624.40"
"TEQ-12","CO4","H","2017-04","215.48","272.96"
"TEQ-7","CO3","MIN","2017-04","7.92","11.88"
"TEQ-20","CO10","H","2017-04","26.16","39.60"
"TEQ-20","CO3","H","2017-04","123.68","150.48"
"TEQ-6","CO3","H","2017-04","485.28","635.88"
"TEQ-46","CO4","H","2017-04","224.24","276.52"
"TEQ-24","CO10","H","2017-04","625.68","754.32"
"TEQ-24","CO3","H","2017-04","951.80","1224.16"
"TEQ-17","CO10","H","2017-04","222.76","188.12"
"TEQ-16","CO10","H","2017-04","60.20","63.36"
"TEQ-6","CO10","H","2017-04","150.36","546.56"
"TEQ-31","CO10","H","2017-04","136.96","248.12"
"TEQ-24","CO4","H","2017-04","244.88","360.56"
"TEQ-33","CO4","H","2017-04","57.44","67.32"
"","CO4","H","2017-04","772.72","880.40"
"TEQ-72","CO5","H","2017-04","98.04","156.00"
"TEQ-49","CO5","H","2017-04","43.00","80.72"
"TEQ-68","CO5","H","2017-04","200.64","248.68"
"TEQ-1","CO4","H","2017-04","34.52","34.52"
"TEQ-27","CO10","H","2017-04","111.20","158.40"
"TEQ-10","CO5","H","2017-04","53.92","64.36"
"TEQ-45","CO4","MIN","2017-04","114.84","122.76"
"TEQ-13","CO4","H","2017-04","226.76","259.44"
"TEQ-32","CO3","H","2017-04","99.84","106.92"
"TEQ-28","CO4","H","2017-04","971.56","1071.28"
"TEQ-45","CO4","H","2017-04","470.60","513.32"
"TEQ-54","CO4","MIN","2017-04","7.92","7.92"
"TEQ-26","CO4","H","2017-04","140.64","140.64"
"TEQ-19","CO2","MIN","2017-04","3.96","7.92"
"TEQ-7","CO2","H","2017-04","426.68","471.76"
"TEQ-10","CO4","H","2017-04","211.12","232.16"
"TEQ-26","CO2","H","2017-04","265.32","265.32"
"TEQ-27","CO2","H","2017-04","328.72","330.68"
"TEQ-11","CO4","H","2017-04","66.36","69.32"
"TEQ-12","CO5","H","2017-04","21.88","47.72"
"TEQ-79","CO4","MIN","2017-04","15.84","15.84"
"TEQ-1","CO10","H","2017-04","35.84","59.68"
"TEQ-13","CO10","H","2017-04","194.96","394.80"
"TEQ-25","CO4","H","2017-04","63.36","63.36"
"TEQ-13","CO5","H","2017-04","20.64","38.88"
"TEQ-45","CO5","H","2017-04","22.28","55.64"
"TEQ-79","CO3","H","2017-04","170.32","251.40"
"TEQ-41","CO10","H","2017-04","33.88","50.64"
"TEQ-47","CO5","H","2017-04","23.76","47.16"
"TEQ-2","CO4","H","2017-04","43.60","55.44"
"TEQ-25","CO2","H","2017-04","11.88","11.88"
"TEQ-28","CO5","H","2017-04","97.92","101.88"
"TEQ-51","CO5","H","2017-04","83.48","148.16"
"TEQ-43","CO3","H","2017-04","510.84","566.72"
"TEQ-54","CO10","H","2017-04","112.56","112.56"
"TEQ-27","CO4","H","2017-04","138.68","136.72"
"TEQ-64","CO10","H","2017-04","51.68","77.16"
"TEQ-21","CO2","H","2017-04","103.36","106.92"
"TEQ-74","CO5","MIN","2017-04","23.76","39.60"
"TEQ-18","CO2","H","2017-04","91.12","106.96"
"TEQ-10","CO3","H","2017-04","160.00","167.60"
"TEQ-64","CO4","H","2017-04","104.16","108.12"
"TEQ-45","CO3","H","2017-04","372.28","445.56"
"TEQ-33","CO3","H","2017-04","41.28","42.48"
"TEQ-18","CO5","H","2017-04","150.16","191.76"
"TEQ-43","CO10","H","2017-04","131.48","148.36"
"TEQ-43","CO4","H","2017-04","79.20","87.12"
"TEQ-46","CO5","H","2017-04","83.16","91.08"
"TEQ-35","CO4","H","2017-04","32.12","38.84"
"TEQ-38","CO4","H","2017-04","7.92","11.88"
"TEQ-74","CO5","H","2017-04","49.52","126.76"
"TEQ-79","CO10","H","2017-04","62.92","84.48"
"TEQ-63","CO10","H","2017-04","27.40","39.28"
"TEQ-8","CO4","H","2017-04","67.32","67.32"
"TEQ-21","CO4","H","2017-04","124.76","126.72"
"TEQ-27","CO3","H","2017-04","51.48","55.44"
"TEQ-41","CO4","H","2017-04","34.88","37.68"
"TEQ-16","CO3","H","2017-04","248.84","488.80"
"TEQ-21","CO3","H","2017-04","7.92","7.92"
"TEQ-1","CO3","H","2017-04","112.88","120.80"
"TEQ-8","CO10","H","2017-04","4.00","4.00"
"TEQ-35","CO5","H","2017-04","17.88","19.88"
"TEQ-23","CO3","H","2017-04","59.16","57.56"
"TEQ-75","CO10","H","2017-04","5.96","5.96"
"","CO9","H","2017-04","23.76","23.76"
"TEQ-30","CO10","H","2017-04","4.00","3.20"
"TEQ-30","CO4","H","2017-04","59.40","59.40"
"TEQ-38","CO3","H","2017-04","217.84","396.80"
"TEQ-48","CO2","H","2017-04","33.68","33.68"
"TEQ-73","CO2","H","2017-04","45.56","47.52"
"TEQ-48","CO5","H","2017-04","35.72","55.52"
"TEQ-33","CO5","H","2017-04","19.04","19.04"
"TEQ-68","CO10","H","2017-04","808.84","809.64"
"TEQ-72","CO2","H","2017-04","60.60","63.36"
"TEQ-29","CO3","MIN","2017-04","3.96","3.96"
"TEQ-49","CO2","H","2017-04","15.84","15.84"
"TEQ-11","CO4","MIN","2017-04","79.20","79.20"
"TEQ-54","CO3","H","2017-04","42.88","42.88"
"TEQ-44","CO3","H","2017-04","192.56","274.80"
"TEQ-13","CO4","MIN","2017-04","51.48","55.44"
"TEQ-25","CO3","H","2017-04","90.16","87.40"
"TEQ-48","CO10","H","2017-04","442.92","459.16"
"TEQ-72","CO10","H","2017-04","191.68","189.72"
"TEQ-51","CO2","H","2017-04","118.48","131.12"
"TEQ-66","CO5","H","2017-04","42.88","88.00"
"TEQ-64","CO3","H","2017-04","30.28","42.68"
"TEQ-13","CO2","H","2017-04","29.72","35.64"
"TEQ-71","CO4","H","2017-04","11.88","11.88"
"TEQ-62","CO4","H","2017-04","33.68","35.64"
"TEQ-74","CO2","H","2017-04","23.76","27.72"
"TEQ-62","CO3","H","2017-04","51.64","59.56"
"TEQ-41","CO4","MIN","2017-04","15.84","15.84"
"TEQ-62","CO5","H","2017-04","8.92","11.88"
"TEQ-48","CO9","H","2017-04","7.92","7.92"
"TEQ-42","CO10","H","2017-04","65.24","107.68"
"TEQ-34","CO3","H","2017-04","49.68","55.28"
"TEQ-28","CO2","H","2017-04","83.16","87.12"
"TEQ-5","CO4","H","2017-04","3.96","3.96"
"TEQ-42","CO3","H","2017-04","110.88","118.80"
"TEQ-41","CO3","H","2017-04","57.44","104.96"
"TEQ-37","CO5","H","2017-04","266.28","468.84"
"TEQ-72","CO9","H","2017-04","11.88","15.84"
"TEQ-35","CO10","H","2017-04","32.20","66.80"
"TEQ-63","CO3","H","2017-04","11.92","19.84"
"TEQ-35","CO3","H","2017-04","20.40","22.40"
"TEQ-19","CO5","H","2017-04","109.64","281.24"
"TEQ-42","CO4","H","2017-04","108.92","116.48"
"TEQ-70","CO4","MIN","2017-04","27.72","27.72"
"TEQ-79","CO5","H","2017-04","20.68","31.00"
"TEQ-64","CO5","H","2017-04","16.28","28.16"
"TEQ-63","CO4","H","2017-04","43.56","47.52"
"TEQ-42","CO5","H","2017-04","7.20","7.20"
"TEQ-21","CO9","H","2017-04","0.00","3.96"
"TEQ-11","CO3","H","2017-04","386.96","395.36"
"TEQ-13","CO10","MIN","2017-04","11.88","11.88"
"TEQ-44","CO5","H","2017-04","20.84","35.64"
"TEQ-23","CO4","H","2017-04","43.56","43.56"
"TEQ-16","CO4","H","2017-04","48.52","53.48"
"TEQ-43","CO10","MIN","2017-04","3.96","3.96"
"TEQ-36","CO4","H","2017-04","2.00","3.96"
"TEQ-43","CO3","MIN","2017-04","3.96","3.96"
"TEQ-1","CO3","MIN","2017-04","3.96","3.96"
"TEQ-44","CO10","H","2017-04","70.28","83.40"
"TEQ-10","CO3","MIN","2017-04","3.96","3.96"
"TEQ-71","CO2","H","2017-04","3.96","3.96"
"TEQ-10","CO2","H","2017-04","11.88","11.88"
"TEQ-3","CO2","H","2017-04","3.96","3.96"
"TEQ-17","CO2","H","2017-04","75.28","80.44"
